x	y	w	h	class	class_name	time
1759	937	87	82	0	buba	83245
1702	981	101	79	0	buba	83245
1759	937	87	82	0	buba	83369
1702	981	101	79	0	buba	83369
1759	937	87	82	0	buba	83496
1702	981	101	79	0	buba	83496
1759	937	87	82	0	buba	83616
1702	981	101	79	0	buba	83616
1759	937	87	82	0	buba	83742
1702	981	101	79	0	buba	83742
1759	937	87	82	0	buba	83879
1702	981	101	79	0	buba	83879
1759	937	87	82	0	buba	84006
1702	981	101	79	0	buba	84006
1759	937	87	82	0	buba	84145
1702	981	101	79	0	buba	84145
1759	937	87	82	0	buba	84265
1702	981	101	79	0	buba	84265
1759	937	87	82	0	buba	84393
1702	981	101	79	0	buba	84393
1759	937	87	82	0	buba	84515
1702	981	101	79	0	buba	84515
1759	937	87	82	0	buba	84644
1702	981	101	79	0	buba	84644
1759	937	87	82	0	buba	84765
1702	981	101	79	0	buba	84765
1759	937	87	82	0	buba	84894
1702	981	101	79	0	buba	84894
1759	937	87	82	0	buba	85030
1702	981	101	79	0	buba	85030
1759	937	87	82	0	buba	85150
1702	981	101	79	0	buba	85150
1759	937	87	82	0	buba	85278
1702	981	101	79	0	buba	85278
1759	937	87	82	0	buba	85396
1702	981	101	79	0	buba	85396
1759	937	87	82	0	buba	85525
1702	981	101	79	0	buba	85525
1759	937	87	82	0	buba	85664
1702	981	101	79	0	buba	85664
1759	937	87	82	0	buba	85796
1702	981	101	79	0	buba	85796
1759	937	87	82	0	buba	85933
1702	981	101	79	0	buba	85933
1759	937	87	82	0	buba	86052
1702	981	101	79	0	buba	86052
1759	937	87	82	0	buba	86180
1702	981	101	79	0	buba	86180
1759	937	87	82	0	buba	86312
1702	981	101	79	0	buba	86312
1759	937	87	82	0	buba	86435
1702	981	101	79	0	buba	86435
1759	937	87	82	0	buba	86563
1702	981	101	79	0	buba	86563
1759	937	87	82	0	buba	86686
1702	981	101	79	0	buba	86686
1759	937	87	82	0	buba	86813
1702	981	101	79	0	buba	86813
1759	937	87	82	0	buba	86936
1702	981	101	79	0	buba	86936
1759	937	87	82	0	buba	87062
1702	981	101	79	0	buba	87062
1759	937	87	82	0	buba	87188
1702	981	101	79	0	buba	87188
1759	937	87	82	0	buba	87321
1702	981	101	79	0	buba	87321
1759	937	87	82	0	buba	87434
1702	981	101	79	0	buba	87434
1759	937	87	82	0	buba	87561
1702	981	101	79	0	buba	87561
1759	937	87	82	0	buba	87683
1702	981	101	79	0	buba	87683
1759	937	87	82	0	buba	87812
1702	981	101	79	0	buba	87812
1759	937	87	82	0	buba	87935
1702	981	101	79	0	buba	87935
1759	937	87	82	0	buba	88062
1702	981	101	79	0	buba	88062
1759	937	87	82	0	buba	88182
1702	981	101	79	0	buba	88182
1759	937	87	82	0	buba	88315
1702	981	101	79	0	buba	88315
1759	937	87	82	0	buba	88447
1702	981	101	79	0	buba	88447
1759	937	87	82	0	buba	88570
1702	981	101	79	0	buba	88570
1759	937	87	82	0	buba	88696
1702	981	101	79	0	buba	88696
1759	937	87	82	0	buba	88819
1702	981	101	79	0	buba	88819
1759	937	87	82	0	buba	88946
1702	981	101	79	0	buba	88946
1759	937	87	82	0	buba	89068
1702	981	101	79	0	buba	89068
1759	937	87	82	0	buba	89196
1702	981	101	79	0	buba	89196
1759	937	87	82	0	buba	89319
1702	981	101	79	0	buba	89319
1759	937	87	82	0	buba	89445
1702	981	101	79	0	buba	89445
1759	937	87	82	0	buba	89566
1702	981	101	79	0	buba	89566
1759	937	87	82	0	buba	89696
1702	981	101	79	0	buba	89696
1759	937	87	82	0	buba	89814
1702	981	101	79	0	buba	89814
1759	937	87	82	0	buba	89938
1702	981	101	79	0	buba	89938
1759	937	87	82	0	buba	90063
1702	981	101	79	0	buba	90063
1759	937	87	82	0	buba	90185
1702	981	101	79	0	buba	90185
1759	937	87	82	0	buba	90312
1702	981	101	79	0	buba	90312
1759	937	87	82	0	buba	90432
1702	981	101	79	0	buba	90432
1759	937	87	82	0	buba	90558
1702	981	101	79	0	buba	90558
1759	937	87	82	0	buba	90702
1702	981	101	79	0	buba	90702
1759	937	87	82	0	buba	90819
1702	981	101	79	0	buba	90819
1759	937	87	82	0	buba	90946
1702	981	101	79	0	buba	90946
1759	937	87	82	0	buba	91067
1702	981	101	79	0	buba	91067
1759	937	87	82	0	buba	91194
1702	981	101	79	0	buba	91194
1759	937	87	82	0	buba	91314
1702	981	101	79	0	buba	91314
1759	937	87	82	0	buba	91441
1702	981	101	79	0	buba	91441
1759	937	87	82	0	buba	91580
1702	981	101	79	0	buba	91580
1759	937	87	82	0	buba	91708
1702	981	101	79	0	buba	91708
1759	937	87	82	0	buba	91847
1702	981	101	79	0	buba	91847
1759	937	87	82	0	buba	91967
1702	981	101	79	0	buba	91967
1759	937	87	82	0	buba	92094
1702	981	101	79	0	buba	92094
1759	937	87	82	0	buba	92230
1702	981	101	79	0	buba	92230
1759	937	87	82	0	buba	92354
1702	981	101	79	0	buba	92354
1759	937	87	82	0	buba	92465
1702	981	101	79	0	buba	92465
1759	937	87	82	0	buba	92595
1702	981	101	79	0	buba	92595
1759	937	87	82	0	buba	92733
1702	981	101	79	0	buba	92733
1759	937	87	82	0	buba	92853
1702	981	101	79	0	buba	92853
1759	937	87	82	0	buba	92979
1702	981	101	79	0	buba	92979
1759	937	87	82	0	buba	93101
1702	981	101	79	0	buba	93101
1759	937	87	82	0	buba	93229
1702	981	101	79	0	buba	93229
1759	937	87	82	0	buba	93349
1702	981	101	79	0	buba	93349
1759	937	87	82	0	buba	93473
1702	981	101	79	0	buba	93473
1759	937	87	82	0	buba	93582
1702	981	101	79	0	buba	93582
1759	937	87	82	0	buba	93707
1702	981	101	79	0	buba	93707
1759	937	87	82	0	buba	93846
1702	981	101	79	0	buba	93846
1759	937	87	82	0	buba	93969
1702	981	101	79	0	buba	93969
1759	937	87	82	0	buba	94096
1702	981	101	79	0	buba	94096
1759	937	87	82	0	buba	94217
1702	981	101	79	0	buba	94217
1759	937	87	82	0	buba	94345
1702	981	101	79	0	buba	94345
1759	937	87	82	0	buba	94482
1702	981	101	79	0	buba	94482
1759	937	87	82	0	buba	94608
1702	981	101	79	0	buba	94608
1759	937	87	82	0	buba	94768
1702	981	101	79	0	buba	94768
1759	937	87	82	0	buba	94883
1702	981	101	79	0	buba	94883
1759	937	87	82	0	buba	95012
1702	981	101	79	0	buba	95012
1759	937	87	82	0	buba	95133
1702	981	101	79	0	buba	95133
1759	937	87	82	0	buba	95262
1702	981	101	79	0	buba	95262
1759	937	87	82	0	buba	95397
1702	981	101	79	0	buba	95397
1759	937	87	82	0	buba	95526
1702	981	101	79	0	buba	95526
1759	937	87	82	0	buba	95666
1702	981	101	79	0	buba	95666
1759	937	87	82	0	buba	95785
1702	981	101	79	0	buba	95785
1759	937	87	82	0	buba	95912
1702	981	101	79	0	buba	95912
1759	937	87	82	0	buba	96031
1702	981	101	79	0	buba	96031
1759	937	87	82	0	buba	96156
1702	981	101	79	0	buba	96156
1759	937	87	82	0	buba	96281
1702	981	101	79	0	buba	96281
1759	937	87	82	0	buba	96403
1702	981	101	79	0	buba	96403
1759	937	87	82	0	buba	96529
1702	981	101	79	0	buba	96529
1759	937	87	82	0	buba	96652
1702	981	101	79	0	buba	96652
1759	937	87	82	0	buba	96776
1702	981	101	79	0	buba	96776
1759	937	87	82	0	buba	96899
1702	981	101	79	0	buba	96899
1759	937	87	82	0	buba	97026
1702	981	101	79	0	buba	97026
1759	937	87	82	0	buba	97149
1702	981	101	79	0	buba	97149
1759	937	87	82	0	buba	97275
1702	981	101	79	0	buba	97275
1759	937	87	82	0	buba	97412
1702	981	101	79	0	buba	97412
1759	937	87	82	0	buba	97545
1702	981	101	79	0	buba	97545
1759	937	87	82	0	buba	97680
1702	981	101	79	0	buba	97680
1759	937	87	82	0	buba	97800
1702	981	101	79	0	buba	97800
1759	937	87	82	0	buba	97928
1702	981	101	79	0	buba	97928
1759	937	87	82	0	buba	98050
1702	981	101	79	0	buba	98050
1759	937	87	82	0	buba	98177
1702	981	101	79	0	buba	98177
1759	937	87	82	0	buba	98299
1702	981	101	79	0	buba	98299
1759	937	87	82	0	buba	98425
1702	981	101	79	0	buba	98425
1759	937	87	82	0	buba	98567
1702	981	101	79	0	buba	98567
1759	937	87	82	0	buba	98688
1702	981	101	79	0	buba	98688
1759	937	87	82	0	buba	98812
1702	981	101	79	0	buba	98812
1759	937	87	82	0	buba	98936
1702	981	101	79	0	buba	98936
1759	937	87	82	0	buba	99060
1702	981	101	79	0	buba	99060
1759	937	87	82	0	buba	99183
1702	981	101	79	0	buba	99183
1759	937	87	82	0	buba	99311
1702	981	101	79	0	buba	99311
1759	937	87	82	0	buba	99434
1702	981	101	79	0	buba	99434
1759	937	87	82	0	buba	99563
1702	981	101	79	0	buba	99563
1759	937	87	82	0	buba	99683
1702	981	101	79	0	buba	99683
1759	937	87	82	0	buba	99808
1702	981	101	79	0	buba	99808
1759	937	87	82	0	buba	99949
1702	981	101	79	0	buba	99949
1759	937	87	82	0	buba	100072
1702	981	101	79	0	buba	100072
1759	937	87	82	0	buba	100195
1702	981	101	79	0	buba	100195
1759	937	87	82	0	buba	100317
1702	981	101	79	0	buba	100317
1759	937	87	82	0	buba	100445
1702	981	101	79	0	buba	100445
1759	937	87	82	0	buba	100566
1702	981	101	79	0	buba	100566
1759	937	87	82	0	buba	100690
1702	981	101	79	0	buba	100690
1759	937	87	82	0	buba	100799
1702	981	101	79	0	buba	100799
1759	937	87	82	0	buba	100934
1702	981	101	79	0	buba	100934
1759	937	87	82	0	buba	101075
1702	981	101	79	0	buba	101075
1759	937	87	82	0	buba	101203
1702	981	101	79	0	buba	101203
1759	937	87	82	0	buba	101326
1702	981	101	79	0	buba	101326
1759	937	87	82	0	buba	101449
1702	981	101	79	0	buba	101449
1759	937	87	82	0	buba	101574
1702	981	101	79	0	buba	101574
1759	937	87	82	0	buba	101699
1702	981	101	79	0	buba	101699
1759	937	87	82	0	buba	101823
1702	981	101	79	0	buba	101823
1759	937	87	82	0	buba	101936
1702	981	101	79	0	buba	101936
1759	937	87	82	0	buba	102062
1702	981	101	79	0	buba	102062
1759	937	87	82	0	buba	102199
1702	981	101	79	0	buba	102199
1759	937	87	82	0	buba	102320
1702	981	101	79	0	buba	102320
1759	937	87	82	0	buba	102447
1702	981	101	79	0	buba	102447
1759	937	87	82	0	buba	102568
1702	981	101	79	0	buba	102568
1759	937	87	82	0	buba	102695
1702	981	101	79	0	buba	102695
1759	937	87	82	0	buba	102816
1702	981	101	79	0	buba	102816
1759	937	87	82	0	buba	102946
1702	981	101	79	0	buba	102946
1759	937	87	82	0	buba	103080
1702	981	101	79	0	buba	103080
1759	937	87	82	0	buba	103205
1702	981	101	79	0	buba	103205
1759	937	87	82	0	buba	103330
1702	981	101	79	0	buba	103330
1759	937	87	82	0	buba	103454
1702	981	101	79	0	buba	103454
1759	937	87	82	0	buba	103581
1702	981	101	79	0	buba	103581
1759	937	87	82	0	buba	103702
1702	981	101	79	0	buba	103702
1759	937	87	82	0	buba	103829
1702	981	101	79	0	buba	103829
1759	937	87	82	0	buba	103950
1702	981	101	79	0	buba	103950
1759	937	87	82	0	buba	104078
1702	981	101	79	0	buba	104078
1759	937	87	82	0	buba	104201
1702	981	101	79	0	buba	104201
1759	937	87	82	0	buba	104325
1702	981	101	79	0	buba	104325
1759	937	87	82	0	buba	104465
1702	981	101	79	0	buba	104465
1759	937	87	82	0	buba	104586
1702	981	101	79	0	buba	104586
1759	937	87	82	0	buba	104713
1702	981	101	79	0	buba	104713
1759	937	87	82	0	buba	104836
1702	981	101	79	0	buba	104836
1759	937	87	82	0	buba	104961
1702	981	101	79	0	buba	104961
1759	937	87	82	0	buba	105081
1702	981	101	79	0	buba	105081
1759	937	87	82	0	buba	105208
1702	981	101	79	0	buba	105208
1759	937	87	82	0	buba	105330
1702	981	101	79	0	buba	105330
1759	937	87	82	0	buba	105455
1702	981	101	79	0	buba	105455
1759	937	87	82	0	buba	105566
1702	981	101	79	0	buba	105566
1759	937	87	82	0	buba	105696
1702	981	101	79	0	buba	105696
1759	937	87	82	0	buba	105830
1702	981	101	79	0	buba	105830
1759	937	87	82	0	buba	105953
1702	981	101	79	0	buba	105953
1759	937	87	82	0	buba	106078
1702	981	101	79	0	buba	106078
1759	937	87	82	0	buba	106200
1702	981	101	79	0	buba	106200
1759	937	87	82	0	buba	106325
1702	981	101	79	0	buba	106325
1759	937	87	82	0	buba	106465
1702	981	101	79	0	buba	106465
1759	937	87	82	0	buba	106586
1702	981	101	79	0	buba	106586
1759	937	87	82	0	buba	106721
1702	981	101	79	0	buba	106721
1759	937	87	82	0	buba	106838
1702	981	101	79	0	buba	106838
1759	937	87	82	0	buba	106963
1702	981	101	79	0	buba	106963
1759	937	87	82	0	buba	107085
1702	981	101	79	0	buba	107085
1759	937	87	82	0	buba	107212
1702	981	101	79	0	buba	107212
1759	937	87	82	0	buba	107336
1702	981	101	79	0	buba	107336
1759	937	87	82	0	buba	107460
1702	981	101	79	0	buba	107460
1759	937	87	82	0	buba	107583
1702	981	101	79	0	buba	107583
1759	937	87	82	0	buba	107706
1702	981	101	79	0	buba	107706
1759	937	87	82	0	buba	107815
1702	981	101	79	0	buba	107815
1759	937	87	82	0	buba	107943
1702	981	101	79	0	buba	107943
1759	937	87	82	0	buba	108086
1702	981	101	79	0	buba	108086
1759	937	87	82	0	buba	108204
1702	981	101	79	0	buba	108204
1759	937	87	82	0	buba	108331
1702	981	101	79	0	buba	108331
1759	937	87	82	0	buba	108455
1702	981	101	79	0	buba	108455
1759	937	87	82	0	buba	108580
1702	981	101	79	0	buba	108580
1759	937	87	82	0	buba	108702
1702	981	101	79	0	buba	108702
1759	937	87	82	0	buba	108828
1702	981	101	79	0	buba	108828
1759	937	87	82	0	buba	108951
1702	981	101	79	0	buba	108951
1759	937	87	82	0	buba	109081
1702	981	101	79	0	buba	109081
1759	937	87	82	0	buba	109200
1702	981	101	79	0	buba	109200
1759	937	87	82	0	buba	109324
1702	981	101	79	0	buba	109324
1759	937	87	82	0	buba	109465
1702	981	101	79	0	buba	109465
1759	937	87	82	0	buba	109590
1702	981	101	79	0	buba	109590
1759	937	87	82	0	buba	109716
1702	981	101	79	0	buba	109716
1759	937	87	82	0	buba	109836
1702	981	101	79	0	buba	109836
1759	937	87	82	0	buba	109963
1702	981	101	79	0	buba	109963
1759	937	87	82	0	buba	110086
1702	981	101	79	0	buba	110086
1759	937	87	82	0	buba	110213
1702	981	101	79	0	buba	110213
1759	937	87	82	0	buba	110333
1702	981	101	79	0	buba	110333
1759	937	87	82	0	buba	110458
1702	981	101	79	0	buba	110458
1759	937	87	82	0	buba	110601
1702	981	101	79	0	buba	110601
1759	937	87	82	0	buba	110723
1702	981	101	79	0	buba	110723
1759	937	87	82	0	buba	110847
1702	981	101	79	0	buba	110847
1759	937	87	82	0	buba	110969
1702	981	101	79	0	buba	110969
1759	937	87	82	0	buba	111094
1702	981	101	79	0	buba	111094
1759	937	87	82	0	buba	111216
1702	981	101	79	0	buba	111216
1759	937	87	82	0	buba	111342
1702	981	101	79	0	buba	111342
1759	937	87	82	0	buba	111464
1702	981	101	79	0	buba	111464
1759	937	87	82	0	buba	111587
1702	981	101	79	0	buba	111587
1759	937	87	82	0	buba	111714
1702	981	101	79	0	buba	111714
1759	937	87	82	0	buba	111836
1702	981	101	79	0	buba	111836
1759	937	87	82	0	buba	111963
1702	981	101	79	0	buba	111963
1759	937	87	82	0	buba	112100
1702	981	101	79	0	buba	112100
1759	937	87	82	0	buba	112226
1702	981	101	79	0	buba	112226
1759	937	87	82	0	buba	112364
1702	981	101	79	0	buba	112364
1759	937	87	82	0	buba	112484
1702	981	101	79	0	buba	112484
1759	937	87	82	0	buba	112609
1702	981	101	79	0	buba	112609
1759	937	87	82	0	buba	112734
1702	981	101	79	0	buba	112734
1759	937	87	82	0	buba	112858
1702	981	101	79	0	buba	112858
1759	937	87	82	0	buba	112996
1702	981	101	79	0	buba	112996
1759	937	87	82	0	buba	113118
1702	981	101	79	0	buba	113118
1759	937	87	82	0	buba	113247
1702	981	101	79	0	buba	113247
1759	937	87	82	0	buba	113381
1702	981	101	79	0	buba	113381
1759	937	87	82	0	buba	113508
1702	981	101	79	0	buba	113508
1759	937	87	82	0	buba	113648
1702	981	101	79	0	buba	113648
1759	937	87	82	0	buba	113772
1702	981	101	79	0	buba	113772
1759	937	87	82	0	buba	113898
1702	981	101	79	0	buba	113898
1759	937	87	82	0	buba	114020
1702	981	101	79	0	buba	114020
1759	937	87	82	0	buba	114146
1702	981	101	79	0	buba	114146
1759	937	87	82	0	buba	114269
1702	981	101	79	0	buba	114269
1759	937	87	82	0	buba	114395
1702	981	101	79	0	buba	114395
1759	937	87	82	0	buba	114532
1702	981	101	79	0	buba	114532
1759	937	87	82	0	buba	114658
1702	981	101	79	0	buba	114658
1759	937	87	82	0	buba	114781
1702	981	101	79	0	buba	114781
1759	937	87	82	0	buba	114906
1702	981	101	79	0	buba	114906
1759	937	87	82	0	buba	115030
1702	981	101	79	0	buba	115030
1759	937	87	82	0	buba	115154
1702	981	101	79	0	buba	115154
1759	937	87	82	0	buba	115279
1702	981	101	79	0	buba	115279
1759	937	87	82	0	buba	115401
1702	981	101	79	0	buba	115401
1759	937	87	82	0	buba	115531
1702	981	101	79	0	buba	115531
1759	937	87	82	0	buba	115664
1702	981	101	79	0	buba	115664
1759	937	87	82	0	buba	115791
1702	981	101	79	0	buba	115791
1759	937	87	82	0	buba	115902
1702	981	101	79	0	buba	115902
1759	937	87	82	0	buba	116021
1702	981	101	79	0	buba	116021
1759	937	87	82	0	buba	116146
1702	981	101	79	0	buba	116146
1759	937	87	82	0	buba	116270
1702	981	101	79	0	buba	116270
1759	937	87	82	0	buba	116395
1702	981	101	79	0	buba	116395
1759	937	87	82	0	buba	116517
1702	981	101	79	0	buba	116517
1759	937	87	82	0	buba	116644
1702	981	101	79	0	buba	116644
1759	937	87	82	0	buba	116780
1702	981	101	79	0	buba	116780
1759	937	87	82	0	buba	116912
1702	981	101	79	0	buba	116912
1759	937	87	82	0	buba	117048
1702	981	101	79	0	buba	117048
1759	937	87	82	0	buba	117169
1702	981	101	79	0	buba	117169
1759	937	87	82	0	buba	117298
1702	981	101	79	0	buba	117298
1759	937	87	82	0	buba	117416
1702	981	101	79	0	buba	117416
1759	937	87	82	0	buba	117542
1702	981	101	79	0	buba	117542
1759	937	87	82	0	buba	117684
1702	981	101	79	0	buba	117684
1759	937	87	82	0	buba	117809
1702	981	101	79	0	buba	117809
1759	937	87	82	0	buba	117952
1702	981	101	79	0	buba	117952
1759	937	87	82	0	buba	118070
1702	981	101	79	0	buba	118070
1759	937	87	82	0	buba	118195
1702	981	101	79	0	buba	118195
1759	937	87	82	0	buba	118321
1702	981	101	79	0	buba	118321
1759	937	87	82	0	buba	118445
1702	981	101	79	0	buba	118445
1759	937	87	82	0	buba	118580
1702	981	101	79	0	buba	118580
1759	937	87	82	0	buba	118703
1702	981	101	79	0	buba	118703
1759	937	87	82	0	buba	118830
1702	981	101	79	0	buba	118830
1759	937	87	82	0	buba	118955
1702	981	101	79	0	buba	118955
1759	937	87	82	0	buba	119075
1702	981	101	79	0	buba	119075
1759	937	87	82	0	buba	119200
1702	981	101	79	0	buba	119200
1759	937	87	82	0	buba	119330
1702	981	101	79	0	buba	119330
1759	937	87	82	0	buba	119449
1702	981	101	79	0	buba	119449
1759	937	87	82	0	buba	119573
1702	981	101	79	0	buba	119573
1759	937	87	82	0	buba	119698
1702	981	101	79	0	buba	119698
1759	937	87	82	0	buba	119821
1702	981	101	79	0	buba	119821
1759	937	87	82	0	buba	119946
1702	981	101	79	0	buba	119946
1759	937	87	82	0	buba	120070
1702	981	101	79	0	buba	120070
1759	937	87	82	0	buba	120198
1702	981	101	79	0	buba	120198
1759	937	87	82	0	buba	120337
1702	981	101	79	0	buba	120337
1759	937	87	82	0	buba	120458
1702	981	101	79	0	buba	120458
1759	937	87	82	0	buba	120598
1702	981	101	79	0	buba	120598
1759	937	87	82	0	buba	120721
1702	981	101	79	0	buba	120721
1759	937	87	82	0	buba	120847
1702	981	101	79	0	buba	120847
1759	937	87	82	0	buba	120970
1702	981	101	79	0	buba	120970
1759	937	87	82	0	buba	121095
1702	981	101	79	0	buba	121095
1759	937	87	82	0	buba	121218
1702	981	101	79	0	buba	121218
1759	937	87	82	0	buba	121346
1702	981	101	79	0	buba	121346
1759	937	87	82	0	buba	121483
1702	981	101	79	0	buba	121483
1759	937	87	82	0	buba	121609
1702	981	101	79	0	buba	121609
1759	937	87	82	0	buba	121748
1702	981	101	79	0	buba	121748
1759	937	87	82	0	buba	121872
1702	981	101	79	0	buba	121872
1759	937	87	82	0	buba	121996
1702	981	101	79	0	buba	121996
1759	937	87	82	0	buba	122121
1702	981	101	79	0	buba	122121
1759	937	87	82	0	buba	122246
1702	981	101	79	0	buba	122246
1759	937	87	82	0	buba	122379
1702	981	101	79	0	buba	122379
1759	937	87	82	0	buba	122515
1702	981	101	79	0	buba	122515
1759	937	87	82	0	buba	122648
1702	981	101	79	0	buba	122648
1759	937	87	82	0	buba	122776
1702	981	101	79	0	buba	122776
1759	937	87	82	0	buba	122913
1702	981	101	79	0	buba	122913
1759	937	87	82	0	buba	123038
1702	981	101	79	0	buba	123038
1759	937	87	82	0	buba	123160
1702	981	101	79	0	buba	123160
1759	937	87	82	0	buba	123284
1702	981	101	79	0	buba	123284
1759	937	87	82	0	buba	123414
1702	981	101	79	0	buba	123414
1759	937	87	82	0	buba	123550
1702	981	101	79	0	buba	123550
1759	937	87	82	0	buba	123676
1702	981	101	79	0	buba	123676
1759	937	87	82	0	buba	123813
1702	981	101	79	0	buba	123813
1759	937	87	82	0	buba	123937
1702	981	101	79	0	buba	123937
1759	937	87	82	0	buba	124065
1702	981	101	79	0	buba	124065
1759	937	87	82	0	buba	124184
1702	981	101	79	0	buba	124184
1759	937	87	82	0	buba	124311
1702	981	101	79	0	buba	124311
1759	937	87	82	0	buba	124438
1702	981	101	79	0	buba	124438
1759	937	87	82	0	buba	124559
1702	981	101	79	0	buba	124559
1759	937	87	82	0	buba	124701
1702	981	101	79	0	buba	124701
1759	937	87	82	0	buba	124826
1702	981	101	79	0	buba	124826
1759	937	87	82	0	buba	124964
1702	981	101	79	0	buba	124964
1759	937	87	82	0	buba	125106
1702	981	101	79	0	buba	125106
1759	937	87	82	0	buba	125225
1702	981	101	79	0	buba	125225
1759	937	87	82	0	buba	125367
1702	981	101	79	0	buba	125367
1759	937	87	82	0	buba	125489
1702	981	101	79	0	buba	125489
1759	937	87	82	0	buba	125613
1702	981	101	79	0	buba	125613
1759	937	87	82	0	buba	125737
1702	981	101	79	0	buba	125737
1759	937	87	82	0	buba	125865
1702	981	101	79	0	buba	125865
1759	937	87	82	0	buba	125988
1702	981	101	79	0	buba	125988
1759	937	87	82	0	buba	126115
1702	981	101	79	0	buba	126115
1759	937	87	82	0	buba	126235
1702	981	101	79	0	buba	126235
1759	937	87	82	0	buba	126361
1702	981	101	79	0	buba	126361
1759	937	87	82	0	buba	126488
1702	981	101	79	0	buba	126488
1759	937	87	82	0	buba	126609
1702	981	101	79	0	buba	126609
1759	937	87	82	0	buba	126733
1702	981	101	79	0	buba	126733
1759	937	87	82	0	buba	126856
1702	981	101	79	0	buba	126856
1759	937	87	82	0	buba	126980
1702	981	101	79	0	buba	126980
1759	937	87	82	0	buba	127104
1702	981	101	79	0	buba	127104
1759	937	87	82	0	buba	127230
1702	981	101	79	0	buba	127230
1759	937	87	82	0	buba	127353
1702	981	101	79	0	buba	127353
1759	937	87	82	0	buba	127482
1702	981	101	79	0	buba	127482
1759	937	87	82	0	buba	127600
1702	981	101	79	0	buba	127600
1759	937	87	82	0	buba	127727
1702	981	101	79	0	buba	127727
1759	937	87	82	0	buba	127864
1702	981	101	79	0	buba	127864
1759	937	87	82	0	buba	127987
1702	981	101	79	0	buba	127987
1759	937	87	82	0	buba	128113
1702	981	101	79	0	buba	128113
1759	937	87	82	0	buba	128237
1702	981	101	79	0	buba	128237
1759	937	87	82	0	buba	128367
1702	981	101	79	0	buba	128367
1759	937	87	82	0	buba	128485
1702	981	101	79	0	buba	128485
1759	937	87	82	0	buba	128609
1702	981	101	79	0	buba	128609
1759	937	87	82	0	buba	128747
1702	981	101	79	0	buba	128747
1759	937	87	82	0	buba	128870
1702	981	101	79	0	buba	128870
1759	937	87	82	0	buba	128997
1702	981	101	79	0	buba	128997
1759	937	87	82	0	buba	129118
1702	981	101	79	0	buba	129118
1759	937	87	82	0	buba	129247
1702	981	101	79	0	buba	129247
1759	937	87	82	0	buba	129367
1702	981	101	79	0	buba	129367
1759	937	87	82	0	buba	129495
1702	981	101	79	0	buba	129495
1759	937	87	82	0	buba	129634
1702	981	101	79	0	buba	129634
1759	937	87	82	0	buba	129754
1702	981	101	79	0	buba	129754
1759	937	87	82	0	buba	129882
1702	981	101	79	0	buba	129882
1759	937	87	82	0	buba	130005
1702	981	101	79	0	buba	130005
1759	937	87	82	0	buba	130130
1702	981	101	79	0	buba	130130
1759	937	87	82	0	buba	130253
1702	981	101	79	0	buba	130253
1759	937	87	82	0	buba	130380
1702	981	101	79	0	buba	130380
1759	937	87	82	0	buba	130500
1702	981	101	79	0	buba	130500
1759	937	87	82	0	buba	130627
1702	981	101	79	0	buba	130627
1759	937	87	82	0	buba	130764
1702	981	101	79	0	buba	130764
1759	937	87	82	0	buba	130889
1702	981	101	79	0	buba	130889
1759	937	87	82	0	buba	131000
1702	981	101	79	0	buba	131000
1759	937	87	82	0	buba	131125
1702	981	101	79	0	buba	131125
1759	937	87	82	0	buba	131237
1702	981	101	79	0	buba	131237
1759	937	87	82	0	buba	131358
1702	981	101	79	0	buba	131358
1759	937	87	82	0	buba	131467
1702	981	101	79	0	buba	131467
1759	937	87	82	0	buba	131594
1702	981	101	79	0	buba	131594
1759	937	87	82	0	buba	131733
1702	981	101	79	0	buba	131733
1759	937	87	82	0	buba	131855
1702	981	101	79	0	buba	131855
1759	937	87	82	0	buba	131980
1702	981	101	79	0	buba	131980
1759	937	87	82	0	buba	132101
1702	981	101	79	0	buba	132101
1759	937	87	82	0	buba	132226
1702	981	101	79	0	buba	132226
1759	937	87	82	0	buba	132350
1702	981	101	79	0	buba	132350
1759	937	87	82	0	buba	132477
1702	981	101	79	0	buba	132477
1759	937	87	82	0	buba	132604
1702	981	101	79	0	buba	132604
1759	937	87	82	0	buba	132726
1702	981	101	79	0	buba	132726
1759	937	87	82	0	buba	132865
1702	981	101	79	0	buba	132865
1759	937	87	82	0	buba	132988
1702	981	101	79	0	buba	132988
1759	937	87	82	0	buba	133113
1702	981	101	79	0	buba	133113
1759	937	87	82	0	buba	133234
1702	981	101	79	0	buba	133234
1759	937	87	82	0	buba	133358
1702	981	101	79	0	buba	133358
1759	937	87	82	0	buba	133466
1702	981	101	79	0	buba	133466
1759	937	87	82	0	buba	133591
1702	981	101	79	0	buba	133591
1759	937	87	82	0	buba	133700
1702	981	101	79	0	buba	133700
1759	937	87	82	0	buba	133828
1702	981	101	79	0	buba	133828
1759	937	87	82	0	buba	133964
1702	981	101	79	0	buba	133964
1759	937	87	82	0	buba	134085
1702	981	101	79	0	buba	134085
1759	937	87	82	0	buba	134212
1702	981	101	79	0	buba	134212
1759	937	87	82	0	buba	134349
1702	981	101	79	0	buba	134349
1759	937	87	82	0	buba	134474
1702	981	101	79	0	buba	134474
1759	937	87	82	0	buba	134583
1702	981	101	79	0	buba	134583
1759	937	87	82	0	buba	134707
1702	981	101	79	0	buba	134707
1759	937	87	82	0	buba	134817
1702	981	101	79	0	buba	134817
1759	937	87	82	0	buba	134943
1702	981	101	79	0	buba	134943
